id	filename	md5	size	state
02bce9b9-309a-46eb-a2e6-58481d4a0745	TCGA-CZ-4861-01A-01-TS1.58c45e80-927c-402c-9ea1-8e311a482dd5.svs	21723b2bfff66c050cf1eaa2f444797b	72927267	validated
02c29506-bf77-48fa-bcb8-68c1b274e9f0	TCGA-BH-A0AW-01A-01-BSA.67ef13f7-d5cd-4aca-a66b-2eda7045e905.svs	70468a6b6b49526c049efe4fd0fe913e	764137235	validated
02d6f664-5d50-4a16-8719-bbdd51769ef6	TCGA-A7-A4SC-11A-05-TS5.6E5A240A-8AB3-479B-B203-2DA7DCB94E08.svs	7f099cf8770a251206c1ce128df3bfc9	62283169	validated
02ec475f-5f31-4abb-a6f5-92c9fc45061d	TCGA-A3-3335-01A-01-BS1.27ba0222-1107-471f-84d2-7f05a1841f02.svs	846f13ad4366171b28dd46fa0314f25f	92577119	validated
02f95c2b-edc6-415b-826c-b4b323bfa138	TCGA-22-1005-01A-01-BS1.c7e59cb0-62ee-4730-a8cb-b81c0f7d6c7a.svs	7c00fd29b60352cd466a1770446aea4e	105734811	validated
030529eb-32b1-430e-8e63-a2666bb4bc33	TCGA-90-A59Q-01A-01-TS1.05F08095-9185-4688-814F-DDD1C77F2A39.svs	12464d38c8776f6d11916d30adc39754	313961551	validated
030b8079-7b33-4042-9d5e-6e42a4787225	TCGA-CJ-4907-01A-01-TS1.91958fb2-cbc7-4c21-b9ac-711f9bd15e8e.svs	84160c36355f5f610abd1dc677ed301e	83250337	validated
031c738a-8178-4c40-9029-5f2d24bb2762	TCGA-AR-A0U3-01A-01-TS1.d323907a-72d3-4615-a960-76a6d85571e2.svs	b52f7d41b2127ad74055e4ad6c983396	299496511	validated
03263536-9ea6-43a1-bc54-594954d833b1	TCGA-B0-5115-11A-01-TS1.068aa3ba-2f8e-48d8-a755-a488ff1a0335.svs	aafbe8fb43980cd63eafa19cba4f2cca	262077719	validated
036e54e2-9874-4f15-9388-e40c0342595b	TCGA-2Z-A9JQ-01A-01-TS1.6ABC4F89-8654-414B-B688-E9A36807069F.svs	33cc6e8fadb6aa2d49f095fc6aa21062	322521311	validated
0372a82d-2c4e-4d6f-9b16-c309e85d40ea	TCGA-KO-8417-01A-01-BS1.7d800ca1-ef1d-4d0e-a3e0-b437344083e9.svs	256c96ee744cebc962ed62af8762eca8	1659400205	validated
037fba4b-f003-43a9-b329-294237196951	TCGA-AL-3471-01A-01-BS1.80acc16c-e721-4b53-a250-dfeda78fcee7.svs	5aca466aef9eca4ae75baf891ce956f7	71980329	validated
038c0af5-81b9-4770-8a15-2bfe5bc61cc6	TCGA-F9-A4JJ-01A-01-TSA.11DCC8A4-B527-4217-9769-35582170D5B9.svs	bd9ce54886a6bdce8df2acf5301883c0	232265271	validated
038df62a-17ba-493a-8270-e0a5b14884db	TCGA-AK-3444-01A-01-TS1.7bcd78f7-4d83-464c-a2e3-58e5e7feb71b.svs	bb5d9bf09f9fc172491909fe28443311	75563191	validated
038f6d4d-19e6-43b5-8fcb-efdec299013b	TCGA-AO-A03M-01B-01-TSA.269edc5c-d85e-4ba2-99e1-ee2d9ca12797.svs	e03d59d4c659bc610de8ef5298e8bd19	549148308	validated
03998aec-410d-4cf0-9443-121c4486c92b	TCGA-18-3417-01A-01-BS1.14671dc9-e87d-457e-9f00-e977d31bb190.svs	14e71487afc3f6b8c3984b35c4a71d8a	34633087	validated
03a79ed8-9358-45a8-9126-19ee4c819f43	TCGA-A7-A0DB-01A-01-BSA.9351ffab-bcdc-4b6d-82df-c9b696a96d9c.svs	bd156e5475b4046a3384ff38d17e44e6	694731041	validated
03abea3e-a844-441d-ba83-73685122c7ab	TCGA-CW-6090-01A-01-BS1.83d41b27-0061-480d-ab88-6eb5ee1332a3.svs	a181954cb9e0fe599e6ede3c7f23448b	65429365	validated
03d8e32c-334c-4e9b-9584-534f6ba76f04	TCGA-44-6147-01B-04-BS4.54DF2F7F-5091-491B-97A7-B8F7E88800CE.svs	b796a6260974da87d67a0eb6a0c306a9	116733885	validated
03e9970b-8c65-403a-bbfe-9adc62e3eeec	TCGA-A3-3325-11A-01-TS1.8f7041d9-2c3d-4a0b-8066-73bfa5029df4.svs	1166fd73fb233e907481bc877506fb88	228287807	validated
03f10246-4e33-4ea9-8e6c-ae32414cf33c	TCGA-CZ-5982-01A-01-BS1.87f2c11d-a4bd-496d-b69a-368a1bf77fc1.svs	55e9e254e1d5d14dfa4ab4bef1ac3a25	196941385	validated
03f4f0ab-5ea8-47a2-ad17-56875e2e5057	TCGA-BQ-5882-01A-01-TS1.542380da-1440-4057-8263-0ea11cbbbab8.svs	95142a4a0308faecd588f9d5cdcc9778	728063601	validated
03fe307d-8cf9-4974-ab0e-f936c64848fd	TCGA-44-7670-01A-01-BS1.d58c6b0b-24a0-4a79-a7f6-fb0c99dcc7d3.svs	e1afd36944b24cb131becea6df0d7be0	64100621	validated
0401bbf2-8f1a-4e7c-8411-6d47d9d639f4	TCGA-CJ-5682-01A-01-TS1.819c5c29-4fa0-4095-ab3e-1d592eb4ca52.svs	ff45965df59b13693b64f7170b4f3e2f	202769245	validated
0403df50-f5c7-4a20-a69c-f249d8ad96ba	TCGA-50-8459-11A-01-TS1.d81e0dda-c399-4170-b801-7f54b801817b.svs	f79ccfabb3ed6fd38d955ed6f68890bf	144441209	validated
0406505e-42af-41e9-afc2-99cf21f25226	TCGA-A8-A09K-01A-01-MS1.9dbe0a3e-7e8d-46f8-9819-6d130fb03459.svs	a776f6ec4afb9e44624d3e567e391ae4	521966607	validated
040658c2-a78d-4492-a82e-4f0dc7adb3b6	TCGA-33-4589-01A-01-TS1.bd46be9b-9a42-43cc-95ac-66ff992fba88.svs	b7a646d32ce33cce0eb4b22f0ebb660f	117310559	validated
0412c433-35b9-4acc-9701-4d107c7dbd2a	TCGA-B9-A5W9-01A-01-TS1.162D7CF3-23B2-4C4B-8F5F-0D6295E5CD16.svs	154a21038b2cff1c725c0dea88c4effc	172626715	validated
0413e10d-a6c9-43de-8c28-68d01b8d91da	TCGA-22-4591-11A-01-TS1.d594ecb3-1da7-48ed-922a-4082399a640a.svs	0a6406adb383f4a45740702461d49a05	108936213	validated
04152369-6a43-4aac-964e-50321ef31bf9	TCGA-85-7696-01A-01-BS1.daa2aaac-ee55-4584-a8c2-87c87bccc947.svs	00909f51458a86902d37927be18468b9	512804407	validated
04183744-1b68-4079-90d9-d99f3ab33b3c	TCGA-A3-A6NL-01A-01-TS1.08692307-9866-4A8E-8497-1D0DFBA2915D.svs	040456516660eebd4bd2b9193fcddbf9	183930155	validated
043af916-fcc9-47a6-b391-b98b1e2769b0	TCGA-34-5234-01A-01-TS1.af9fe1d3-50c3-459d-ac98-858cb67e3213.svs	75f69f16e3a8549044eb925ed91ddd2b	232339389	validated
04418df3-460a-4861-950b-d08151e85580	TCGA-B0-5696-01A-01-TS1.572645f2-82ec-43c7-ba7f-7d62428b4a73.svs	8031a7b96a97fcd52a64dfe5acabec62	140743209	validated
0452f102-1a58-4f73-9430-f09097e238e9	TCGA-75-5146-01A-01-TS1.8da9013b-65b3-4378-b6f8-b8dfe123ce28.svs	55763e09fe2535a13ee7efaf0637f094	34487871	validated
04612c5c-1d25-4155-91bd-6e1c2196816b	TCGA-BQ-5885-01A-01-TS1.22f5fdc7-e359-401a-9207-2be6c3b3b11d.svs	04e664d6b4b63ff032888a6d11a0c93e	323051729	validated
046cb174-955b-4d7d-aca8-cc5024cdac7a	TCGA-B0-5098-01A-01-BS1.9308c72d-2ef2-45c4-8dd6-3730083384b5.svs	3f30cb4f193b8295091ba458468fed54	201162785	validated
04763838-8c72-4652-a5e0-2106faee14df	TCGA-33-4587-11A-01-TS1.9c0535ae-3c62-4568-b3e1-98c10fb22431.svs	a6336e478567b59713f8983b0d8f5347	172666021	validated
04834367-28a1-4f87-8ec2-375fc715d5e5	TCGA-B0-4693-11A-01-BS1.f4c31b10-2166-4eaf-b137-c7733e8026f1.svs	16fc386054dca52e0e853374c4e387f3	151408239	validated
048fab25-a4ce-4e1f-bc60-7f24e4927020	TCGA-B0-5700-11A-01-TS1.154aee04-976c-42a3-b5dc-2dfbd52b54cd.svs	275f152fae1e8ca54f7c98d37c7573d8	126714171	validated
0498d54a-b4e0-424b-931a-96023f6baad7	TCGA-B3-3926-11A-01-TS1.2b81f0a5-dacc-4454-904a-681893fb3d6d.svs	353b73a9b5fc468b3ef62ef5ebc818bb	216740891	validated
04a1844e-7c41-4b85-9503-2e977d7e16c8	TCGA-18-3417-01A-01-TS1.b93cab89-2dee-42e8-b352-12f00f8a917c.svs	d8275623de197c1d04f5a11b95985547	59742647	validated
04a18ae5-6bdb-417b-81ba-fc61ebf4225b	TCGA-E9-A1RB-01A-01-TSA.a64d4330-5a0f-4cbe-bd5b-e761af3234dd.svs	358da43cc145654a796001effae3b966	173765615	validated
04ade517-1a86-45eb-a027-bdce53e04f1d	TCGA-PE-A5DC-01A-01-TS1.025C5684-F580-4622-877A-B7E9EC383E0F.svs	6b02776a0acee2ea1258ad9aeff45d36	751296879	validated
04b2e58b-a5a7-4d75-b606-15bd0237ee94	TCGA-43-6773-11A-01-TS1.6e328690-6ad9-4d61-a421-96f08aa09424.svs	609b5aba001a75934a669c317b8b77c1	280574627	validated
04b5c076-cc4c-445f-b5c5-92cacf15ab78	TCGA-D8-A27F-01A-01-TS1.2e0f4ed4-dfe1-4f68-bd82-8b02f809d00c.svs	8f23854b65d26b9db595e530a1adf2e4	239708555	validated
04b67352-8779-412b-b69d-3e0de4a11dda	TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1.svs	c86de25c8ce1baa9834f87be46a5997f	498182933	validated
04bbe83d-779b-4ec5-bdcb-bddefb7f4a4b	TCGA-22-0944-01A-01-TS1.e4102503-0e55-4a1f-83c3-41f8b7810076.svs	718c76030029c4735126702ac66fce76	170882771	validated
04bbecff-e660-42cf-9841-609a8c1cd893	TCGA-BH-A0BW-11A-01-TSA.a70c68c4-87db-48b3-ab77-c82a3f3e8c73.svs	e2e29089ea35387633aa6e11fca6bad5	483097675	validated
04c0cdce-2bcc-4b3a-b8dd-7c453bea67b7	TCGA-A7-A5ZX-11A-05-TS5.99452101-D729-4ABB-BB07-2B6B18D765DC.svs	50f797136a977db4d50dba5a1c80f87e	115402183	validated
04c2a2f4-fddc-4eec-b92d-85db8743b305	TCGA-60-2698-01A-01-TS1.8ed044a7-1337-4910-a175-e46cf6719dd7.svs	10afc7329f96044d0d3a4c0a6ea1dd12	268760073	validated
04c9b39a-3ea8-4982-bcf2-262f654687ed	TCGA-22-4605-01A-02-BS2.5396cc50-4225-45f3-b0da-a1bd2cb4033d.svs	21c75fd3f2f3e3166f37cbf22f3354e3	71558943	validated
04d63153-9373-4c96-b75a-e8efe44c58ee	TCGA-G7-6796-01A-01-BS1.6e599779-5f31-4c04-bc50-1ab8a300c420.svs	78af6df0581a71b96fcedaa99e6b82eb	61530379	validated
04ddcf04-1730-4e2e-b22c-cc3dccc7d660	TCGA-66-2767-01A-01-BS1.c35646c2-5db9-431d-a855-8bdfa7aa61c4.svs	9cb5eb6e8d8c4a1a03e3569c576e4b11	101662821	validated
04de8f2d-6b86-43b7-8f04-101107041832	TCGA-BH-A0B3-01A-01-BSA.6e9592e8-196a-40a2-bc46-55dee088bc76.svs	b3383516d62254796b5d2bb4cafd9581	554176121	validated
04f4ccc4-4996-4a06-aa1c-7a33b85651a1	TCGA-GM-A2D9-01A-01-TS1.640CA05F-D91E-406B-BFD4-B04441C9C811.svs	8702bde4bd1558875bdeae6dcb28a92a	256958719	validated
0507bb32-f146-4ec7-af99-d56fe236bc31	TCGA-CJ-4873-01A-01-BS1.e914d1b8-330d-4377-b52d-51fc9e9fa449.svs	1fd286ab68de0cbb016fea8b5aa663df	476126445	validated
050cbae8-2518-4b84-9a88-be56126bf4bf	TCGA-56-A4ZK-01A-01-TS1.E1A6517C-A391-4EA4-83D4-84CD8BA6D7C8.svs	f64bc38213c72c766eaa1809bb51271a	24480023	validated
0514cae2-024d-48bb-89a9-7718488576b3	TCGA-44-2666-01A-01-TS1.115c75b4-eded-4865-ac27-eac3e9a4230c.svs	7ad2b5501f30b7e0e498fbfdcee92b73	143527121	validated
0519db5c-d6aa-4fa7-a64a-6f34721e13d4	TCGA-BH-A18R-01A-01-TSA.d57b08ae-35a1-40ca-9a74-7ebac8c8cc53.svs	7fa7b29dbbd205fb3749dce4a8f09929	267427687	validated
051f0dbb-6d26-46a4-b34a-38fae77fc382	TCGA-D8-A13Z-01A-01-BS1.164d43d3-bb10-423b-8eca-99abc75e8397.svs	623b0c57b138368ec73ac898da3bd543	368385271	validated
0524000a-5e53-4a37-8981-a4d5d16a80fb	TCGA-53-7813-01A-01-TS1.113849d5-005f-448a-8bce-2517efc15400.svs	be50dac571cc81d890262dc34a9ddef6	55245387	validated
053d17a7-a09a-47b7-af7e-9d54dd7f5262	TCGA-D8-A1X9-01A-01-TS1.5e0a9a6f-7590-4912-be93-23dac19f12f0.svs	8c78cdcf30aa9b07216e7877b45e9a81	192882069	validated
